title,publishedAt,duration,views,likes,comments
I Created Discord like Calling App in 5 Minutes... (With Custom Domain),2023-03-10T06:01:02Z,PT12M27S,37795,1423,139
Docker Made Easy: Discover the Magic of Yacht,2023-03-08T11:58:41Z,PT11M20S,22536,797,176
Conclusion and Where to go from here | Python Tutorial - Day #100,2023-03-07T13:23:30Z,PT16M39S,371547,11561,1395
Exercise 11: Solution + Shoutouts - Desktop Notification System | Python Tutorial - Day #99,2023-03-06T11:30:00Z,PT10M6S,122266,1957,232
MultiProcessing in Python | Python Tutorial - Day #98,2023-03-05T11:30:28Z,PT20M4S,126262,2839,195
Multithreading in Python | Python Tutorial - Day #97,2023-03-04T15:23:27Z,PT17M49S,160306,3894,193
AsyncIO in Python | Python Tutorial - Day #96,2023-03-03T11:32:53Z,PT10M29S,114846,2785,173
Regular Expressions in Python | Python Tutorial - Day #95,2023-03-02T14:07:54Z,PT13M3S,199940,4546,131
Exercise 11 - Drink Water Reminder | Python Tutorial - Day #94,2023-03-01T11:58:47Z,PT4M20S,66541,1775,305
Exercise 10 - News App Solution & Shoutout | Python Tutorial - Day #93,2023-02-28T12:33:43Z,PT11M31S,70537,1812,120
SearX: The Private Search Engine You Need to Know About!,2023-02-28T06:21:35Z,PT12M54S,83746,3143,349
Function Caching in Python | Python Tutorial - Day #92,2023-02-27T11:30:13Z,PT11M14S,71447,2603,141
Generators in Python | Python Tutorial - Day #91,2023-02-26T11:30:24Z,PT8M47S,117654,3373,129
I Can Speak Like Shah Rukh Khan - Thanks to this AI 🔥,2023-02-26T02:30:14Z,PT14M32S,516547,17267,1880
Exercise 10: News App in Python | Python Tutorial - Day #90,2023-02-25T11:30:03Z,PT4M34S,70304,1866,122
Requests Module in Python | Python Tutorial - Day #89,2023-02-24T11:30:17Z,PT8M46S,95567,2699,201
Exercise 9: Solution - Shoutouts to Everyone | Python Tutorial - Day #88,2023-02-23T12:03:10Z,PT12M14S,54778,1574,195
Shutil Module in Python | Python Tutorial - Day #87,2023-02-22T14:50:29Z,PT12M42S,85350,3116,253
Walrus Operator in Python | Python Tutorial - Day #86,2023-02-21T15:21:29Z,PT9M36S,77781,2697,113
Look like a hacker (With this Trick) 🔥🔥,2023-02-21T07:21:42Z,PT40S,3365351,222051,730
Creating command line utility in python | Python Tutorial - Day #85,2023-02-20T14:35:35Z,PT18M32S,100332,2719,304
Time Module in Python | Python Tutorial - Day #84,2023-02-19T15:03:14Z,PT11M37S,106957,3403,1413
[Scary] ChatGPT generated this website for me (I am scared) 😢😭,2023-02-19T03:30:07Z,PT11M14S,898274,21013,952
Exercise 9 - Shoutouts to Everyone | Python Tutorial - Day #83,2023-02-18T14:12:02Z,PT3M48S,57830,1766,175
OpenAI Secret Trick - Automated ChatGPT 🔥🔥,2023-02-18T02:30:07Z,PT52S,919570,68797,258
Exercise 8 - Merge the Pdf Solution in Python | Python Tutorial - Day #82,2023-02-17T16:15:59Z,PT7M51S,68729,1864,110
Hybrid and Hierarchical Inheritance in Python | Python Tutorial - Day #81,2023-02-16T13:29:18Z,PT8M54S,83815,2667,116
Multilevel Inheritance in Python | Python Tutorial - Day #80,2023-02-15T14:25:02Z,PT7M54S,91931,2834,183
Multiple Inheritance in Python | Python Tutorial - Day #79,2023-02-14T14:07:09Z,PT6M11S,96379,2873,125
Single Inheritance in Python | Python Tutorial - Day #78,2023-02-13T11:30:09Z,PT4M39S,99482,2949,185
Enhance your app's security with this tool 🔥,2023-02-12T16:30:10Z,PT47S,95290,9237,59
Operator Overloading in Python | Python Tutorial - Day #77,2023-02-12T11:30:04Z,PT7M24S,124052,3224,154
Exercise 8 - Merge the PDF | Python Tutorial - Day #76,2023-02-11T15:23:47Z,PT3M14S,76069,2099,161
Exercise 7 Solution + Shoutouts | Python Tutorial - Day #75,2023-02-10T13:03:30Z,PT12M12S,78182,2169,120
Method Overriding in Python | Python Tutorial - Day #74,2023-02-09T11:30:02Z,PT6M27S,122536,3221,143
"Spot the bug, I challenge you! 👨‍💻",2023-02-09T05:30:12Z,PT12M11S,22906,1370,140
Magic/Dunder Methods in Python | Python Tutorial - Day #73,2023-02-08T15:42:04Z,PT12M12S,126860,3693,213
super keyword in Python | Python Tutorial - Day #72,2023-02-07T15:20:17Z,PT9M8S,121741,3736,188
"dir, __dict__ and help method in Python | Python Tutorial - Day #71",2023-02-06T12:15:52Z,PT7M23S,108559,3515,132
Class Methods as Alternative Constructors in Python | Python Tutorial - Day #70,2023-02-05T15:03:34Z,PT13M6S,123905,3592,466
Class Methods in Python | Python Tutorial - Day #69,2023-02-04T13:00:07Z,PT6M25S,152035,3936,179
"Lets Build a News App Using ExpressJs +HTML, CSS and JavaScript (Awesome Project) 🔥",2023-02-04T05:30:00Z,PT1H3M54S,95447,2917,208
Exercise 7 - Clear the Clutter | Python Tutorial - Day #68,2023-02-03T13:30:02Z,PT3M34S,89881,2334,185
Appwrite - An Easy to setup Open-Source Backend Server 🔥,2023-02-03T05:30:04Z,PT20M42S,84022,2490,131
Exercise 6 Solution - Library Management Software in Python | Python Tutorial - Day #67,2023-02-02T11:30:19Z,PT9M34S,110394,2584,209
Instance variables vs Class variables in Python | Python Tutorial - Day #66,2023-02-01T14:13:53Z,PT14M37S,150328,4335,200
Static Methods in Python | Python Tutorial - Day #65,2023-01-31T13:05:45Z,PT7M37S,168559,4544,498
Exercise 6 - Library Management System in Python | Python Tutorial - Day #64,2023-01-30T11:30:22Z,PT3M15S,121945,3197,283
Snake Water Gun Game in Python - Exercise 5 - Solution | Python Tutorial - Day #63,2023-01-29T11:30:09Z,PT15M28S,147972,3372,308
Access Modifiers in Python | Python Tutorial - Day #62,2023-01-28T12:22:47Z,PT11M43S,190647,5084,197
Inheritance in Python | Python Tutorial - Day #61,2023-01-27T11:30:00Z,PT7M34S,236617,5974,186
Learn to Install and Manage Applications on Cloudron | Cloudron Tutorial,2023-01-27T05:30:02Z,PT14M24S,12924,494,56
Getters and Setters in Python | Python Tutorial - Day #60,2023-01-26T11:30:01Z,PT10M37S,244762,5449,411
Decorators in Python | Python Tutorial - Day #59,2023-01-25T12:27:48Z,PT13M5S,348780,8477,392
Constructors in Python | Python Tutorial - Day #58,2023-01-24T11:30:01Z,PT11M17S,327042,8153,371
Classes and Objects in Python | Python Tutorial - Day #57,2023-01-23T11:30:00Z,PT9M32S,459191,11485,1757
Introduction to OOPs in Python | Python Tutorial - Day #56,2023-01-22T11:30:08Z,PT15M54S,433933,10516,321
Exercise 5 - Snake Water Gun | Python Tutorial - Day #55,2023-01-21T11:30:09Z,PT5M55S,150330,3918,583
'is' vs '==' in Python | Python Tutorial - Day #54,2023-01-20T15:48:37Z,PT8M1S,156310,5474,302
Tatum: An Amazing platform for Web 3 developers,2023-01-20T10:47:24Z,PT8M26S,37707,1574,161
"Map, Filter and Reduce in Python | Python Tutorial - Day #53",2023-01-19T11:30:06Z,PT13M1S,280396,8561,1103
Lambda functions in Python | Python Tutorial - Day #52,2023-01-18T11:30:06Z,PT9M18S,310620,8777,271
"seek(), tell() and other functions | Python Tutorial - Day #51",2023-01-17T11:30:08Z,PT7M47S,218640,6784,273
Tips to get Foreign Internship - Part 2,2023-01-17T02:30:12Z,PT1M,116808,11375,79
"read(), readlines() and other methods | Python Tutorial - Day #50",2023-01-16T11:30:20Z,PT10M47S,271059,7260,751
Tips to get Foreign Internship - Part 1,2023-01-16T08:45:00Z,PT1M,229306,19990,111
File IO in Python | Python Tutorial - Day #49,2023-01-15T11:30:10Z,PT12M53S,387343,9426,325
Local vs Global Variables in Python| Python Tutorial - Day #48,2023-01-14T11:30:07Z,PT10M37S,247512,7496,329
PC and App Streaming on the Browser: Kasm Workspaces,2023-01-14T07:08:37Z,PT14M30S,19409,818,103
Exercise 4: Solutions and Shoutouts | Python Tutorial - Day #47,2023-01-13T11:30:01Z,PT19M31S,195251,4384,423
os Module in Python | Python Tutorial - Day #46,2023-01-12T11:30:12Z,PT15M24S,319495,8410,393
"if __name__ == ""__main__"" in Python | Python Tutorial - Day #45",2023-01-11T11:30:18Z,PT9M24S,296424,8856,526
How import works in Python | Python Tutorial - Day #44,2023-01-10T14:30:05Z,PT12M42S,279024,7897,324
Can ChatGPT solve JEE Advanced Problem?,2023-01-10T11:18:10Z,PT6M2S,315429,10624,758
*One* tip to learn programming fast,2023-01-10T02:30:17Z,PT57S,971268,104528,542
Virtual Environment in Python | Python Tutorial - Day #43,2023-01-09T11:30:22Z,PT21M38S,345605,9025,632
I asked ChatGPT to write me a standup comedy script!,2023-01-09T06:13:45Z,PT4M7S,117158,4683,282
Avoid this mistake as a coder!,2023-01-09T02:30:26Z,PT1M,264215,32267,130
Enumerate Function in Python | Python Tutorial - Day #42,2023-01-08T11:30:12Z,PT7M37S,280255,7739,287
Short hand if else statements | Python Tutorial - Day #41,2023-01-07T11:30:08Z,PT7M43S,252420,7694,583
Which programming language to learn first?🔥,2023-01-07T07:06:33Z,PT59S,278639,23817,189
Exercise 4: Secret Code Language | Python Tutorial - Day #40,2023-01-06T11:30:15Z,PT6M5S,249221,6553,910
5 ways to make money as a programmer 🤑,2023-01-06T02:30:12Z,PT1M,633491,63085,140
Kaun Banega Crorepati: Exercise 3 - Solution & Shoutouts | Python Tutorial - Day #39,2023-01-05T11:30:14Z,PT23M16S,325864,7447,739
One Harsh truth about programming ☹️,2023-01-05T02:30:06Z,PT58S,280634,31672,216
Raising custom errors in Python | Python Tutorial - Day #38,2023-01-04T11:30:11Z,PT10M42S,312073,9209,1053
5 ways to master programming logic 🔥,2023-01-04T02:30:18Z,PT1M,971795,115548,209
Finally keyword in Python | Python Tutorial - Day #37,2023-01-03T11:30:20Z,PT8M5S,317093,9676,373
5 Tips for Maximum Package College Placement,2023-01-03T02:30:00Z,PT1M,690702,65074,164
Exception Handling in Python | Python Tutorial - Day #36,2023-01-02T11:30:02Z,PT10M53S,511547,13284,423
I Interviewed ChatGPT 🔥,2023-01-01T17:20:28Z,PT52S,932911,58274,778
ChatGPT will replace you....,2023-01-01T15:23:52Z,PT12M42S,517955,21145,1386
for Loop with else in Python | Python Tutorial - Day #35,2023-01-01T11:30:10Z,PT6M33S,284949,9290,596
Make more money with these 5 Non Tech Skills💰💰,2023-01-01T06:45:00Z,PT59S,111057,13245,66
Dictionary Methods in Python | Python Tutorial - Day #34,2022-12-31T11:30:05Z,PT8M27S,321426,9667,388
5 tips to beat procrastination 🔥,2022-12-31T02:30:23Z,PT57S,71512,7874,51
Dictionaries in Python | Python Tutorial - Day #33,2022-12-30T11:30:18Z,PT10M20S,466922,12578,692
Set Methods in Python | Python Tutorial - Day #32,2022-12-29T11:30:08Z,PT15M58S,390043,10313,452
I Created a Programming Rap Song with ChatGPT 🧑‍🎤,2022-12-29T07:36:53Z,PT13M38S,477598,13745,757
Sets in Python | Python Tutorial - Day #31,2022-12-28T11:30:19Z,PT7M52S,392012,10509,530
Man Sued his own company 🤣😆😅,2022-12-28T02:30:06Z,PT39S,295350,21128,330
Recursion in Python | Python Tutorial - Day #30,2022-12-27T11:30:08Z,PT10M1S,502353,12020,1111
Docstrings in Python | Python Tutorial - Day #29,2022-12-26T11:30:13Z,PT8M32S,392745,10428,385
Whatsapp Data Breach  👨‍💻,2022-12-26T02:30:17Z,PT32S,92524,6322,159
f-strings in Python | Python Tutorial - Day #28,2022-12-25T11:30:20Z,PT8M52S,463133,11711,466
5 ways to make money in Cybersecurity!,2022-12-25T05:47:06Z,PT1M,1126968,78222,276
Exercise 3: Kaun Banega Crorepati (KBC) | Python Tutorial - Day #27,2022-12-24T11:30:13Z,PT2M47S,352291,8020,1180
The best Todo App (**Ever**) 📝,2022-12-24T08:13:02Z,PT53S,339709,23920,290
Exercise 2: Solution & Shoutouts | Python Tutorial - Day #26,2022-12-23T11:30:07Z,PT7M42S,362818,7471,395
Operations on Tuples in Python | Python Tutorial - Day #25,2022-12-22T11:30:13Z,PT6M59S,429631,11272,436
Tuples in Python | Python Tutorial - Day #24,2022-12-21T11:30:05Z,PT8M15S,509627,13413,497
List Methods in Python | Python Tutorial - Day #23,2022-12-20T11:30:23Z,PT9M32S,523919,14106,594
Introduction to Lists in Python | Python Tutorial - Day #22,2022-12-19T11:30:11Z,PT20M7S,714343,17193,1301
Function Arguments in Python | Python Tutorial - Day #21,2022-12-18T11:30:00Z,PT13M50S,736701,16672,868
Functions in Python | Python Tutorial - Day #20,2022-12-17T11:30:10Z,PT16M18S,967940,22524,1412
break and continue in Python | Python Tutorial - Day #19,2022-12-16T11:30:06Z,PT12M14S,684896,16079,1160
While Loops in Python | Python Tutorial - Day #18,2022-12-15T11:38:24Z,PT14M10S,831174,18884,909
For Loops in Python | Python Tutorial - Day #17,2022-12-14T11:30:19Z,PT13M1S,1032214,23647,1251
Match Case Statements in Python | Python Tutorial - Day #16,2022-12-13T11:30:07Z,PT8M11S,791313,16591,1037
Exercise 2: Good Morning Sir | Python Tutorial - Day #15,2022-12-12T11:30:09Z,PT5M19S,772446,14512,2188
If Else Conditional Statements in Python | Python Tutorial - Day #14,2022-12-11T11:30:14Z,PT19M27S,1103757,23463,1474
₹ 936 crores fine to Google again💰,2022-12-11T02:30:03Z,PT38S,242948,19063,208
String Methods in Python | Python Tutorial - Day #13,2022-12-10T11:45:27Z,PT22M32S,1290357,29569,1413
Money Making Opportunity 🔥,2022-12-10T02:30:12Z,PT57S,470699,64106,450
Strings Slicing and Operations on Strings in Python | Python Tutorial - Day #12,2022-12-09T11:28:25Z,PT11M48S,1109437,25012,2416
Create your own VPN server using Open VPN,2022-12-09T05:30:15Z,PT10M58S,214424,5375,244
Strings in Python | Python Tutorial - Day #11,2022-12-08T13:28:13Z,PT11M35S,1219473,27983,1402
Taking User Input in Python | Python Tutorial - Day #10,2022-12-07T11:30:14Z,PT10M16S,1104442,29208,1878
Typecasting in Python | Python Tutorial - Day #9,2022-12-06T16:14:25Z,PT9M25S,1195000,30008,1502
"Creating a Weather App Using HTML, CSS and JavaScript 🔥",2022-12-06T14:30:10Z,PT43M24S,734819,15585,947
Exercise 1: Calculator using Python (Solution) | Python Tutorial - Day #8,2022-12-05T11:30:09Z,PT10M22S,1152523,23046,1590
Exercise 1: Calculator using Python | Python Tutorial - Day #7,2022-12-04T11:30:07Z,PT6M50S,1299239,26242,2572
"Creating a Dictionary App using HTML, CSS, JavaScript & RapidAPI",2022-12-04T02:30:11Z,PT43M41S,113778,2845,179
Variables and Data Types | Python Tutorial - Day #6,2022-12-03T11:30:10Z,PT16M45S,1864896,44296,2835
Create your own Social Media Website - Mastodon Server Tutorial 🔥,2022-12-03T05:30:02Z,PT17M37S,55600,2342,219
My Favorite VS Code Extension 🔥,2022-12-03T02:30:03Z,PT36S,751358,49044,112
"Comments, Escape Sequences & Print Statement | Python Tutorial - Day #5",2022-12-02T11:30:09Z,PT18M42S,2125240,46049,4468
Recession and layoffs - When will it end?,2022-12-02T07:01:20Z,PT12M,295588,13889,543
Our First Python Program | Python Tutorial - Day #4,2022-12-01T11:30:02Z,PT7M24S,2008758,44393,6274
Modules and Pip | Python Tutorial - Day #3,2022-11-30T12:36:50Z,PT12M41S,2867514,55853,2881
Some Amazing Python Programs - The Power of Python | Python Tutorial - Day #2,2022-11-29T11:30:07Z,PT8M38S,3178382,73280,3008
Introduction to Programming & Python | Python Tutorial - Day #1,2022-11-28T11:30:03Z,PT11M50S,9797332,233998,30194
#100DaysOfCode with Python,2022-11-27T16:47:23Z,PT44S,205192,31285,6111
Upskill on cloud : A guided tutorial to avail 50% discount on certification,2022-11-27T05:51:08Z,PT11M50S,20360,1086,113
"Lets Create a World Clock with Alarm Using HTML, CSS & JavaScript",2022-11-26T14:12:08Z,PT39M43S,93926,2748,238
AI for Frontend Development 🔥,2022-11-25T11:30:15Z,PT52S,248155,23990,175
THIS NEEDS TO STOP! Shame! (Watch full video) 😢,2022-11-22T07:00:16Z,PT9M40S,399411,23411,1419
3 Killer Job Tips 🔥,2022-11-20T10:49:32Z,PT59S,143490,14631,107
(∄ a) A Perfect Developer 💻,2022-11-18T16:53:23Z,PT47S,430704,56386,276
Locofy.ai: Convert your Figma designs to Quality Code 🔥,2022-11-17T11:30:07Z,PT23M7S,444282,11201,444
Project 2: Bulk Rename Desktop App in Node.js | JavaScript Tutorial in Hindi #103,2022-11-15T02:30:02Z,PT20M59S,129225,2250,348
Project 1: PDF Merger WebApp Using JavaScript & Bootstrap | JavaScript Tutorial in Hindi #102,2022-11-10T13:04:57Z,PT36M15S,246872,4669,464
Exercise 8 - Solutions and Shoutouts | JavaScript Tutorial in Hindi #101,2022-11-10T09:02:32Z,PT14M14S,75047,1320,98
Event Loop in JavaScript | JavaScript Tutorial in Hindi #100,2022-11-09T06:12:58Z,PT12M54S,175814,4595,287
Regular Expressions in JavaScript | JavaScript Tutorial in Hindi #99,2022-11-08T07:27:19Z,PT11M26S,146627,3263,97
Top 3 Languages for Web Development,2022-11-07T16:05:47Z,PT57S,1065867,83237,312
Top 3 Programming Languages 💻,2022-11-06T15:38:17Z,PT56S,985451,93300,388
Using Express.js to Create a Backend Server | JavaScript Tutorial in Hindi #98,2022-11-05T11:32:59Z,PT9M45S,75397,2132,153
Modules in JavaScript | JavaScript Tutorial in Hindi #97,2022-11-05T02:30:14Z,PT10M55S,98325,2394,124
Is Maths required for coding?,2022-11-04T17:00:22Z,PT56S,764725,68743,383
npm and Node.js Packages | JavaScript Tutorial in Hindi #96,2022-11-04T14:26:54Z,PT20M29S,121189,2792,232
3 GBPS = Your Internet Speed 🤯,2022-11-03T17:00:39Z,PT58S,717641,65594,363
JavaScript on the Server | JavaScript Tutorial in Hindi #95,2022-11-03T11:34:29Z,PT10M9S,67240,2205,85
Exercise 8 - Alarm Clock | JavaScript Tutorial in Hindi #94,2022-11-03T08:08:18Z,PT5M35S,49000,1337,62
Best Coding App for Phones🔥,2022-11-02T17:00:02Z,PT52S,861936,65838,399
Exercise 7 - Password Generator Solution | JavaScript Tutorial in Hindi #93,2022-11-02T15:49:26Z,PT19M39S,60651,1668,70
JavaScript Chapter 12 - Practice Set | JavaScript Tutorial in Hindi #92,2022-11-02T12:37:06Z,PT8M39S,46524,1594,90
Match Case 🐍,2022-11-02T07:49:44Z,PT32S,63425,5744,53
Arrow Functions Revisited | JavaScript Tutorial in Hindi #91,2022-10-31T13:30:08Z,PT10M52S,136558,3608,152
Closures in JavaScript | JavaScript Tutorial in Hindi #90,2022-10-31T07:45:00Z,PT14M49S,191253,4817,194
Hoisting in JavaScript | JavaScript Tutorial in Hindi #89,2022-10-28T15:01:07Z,PT10M46S,171501,4453,175
local and global Scope in JavaScript | JavaScript Tutorial in Hindi #88,2022-10-28T11:30:08Z,PT4M28S,85013,2596,76
Destructuring assignment and Spread Operator | JavaScript Tutorial in Hindi #87,2022-10-28T05:49:48Z,PT15M1S,137160,3940,111
IIFE - Immediately Invoked Function Expressions | JavaScript Tutorial in Hindi #86,2022-10-27T14:30:10Z,PT8M13S,84804,2596,152
Monitor your Server from Browser like a Pro - CasaOS 🔥,2022-10-26T13:23:50Z,PT11M26S,28898,1086,103
Exercise 7 - Password Generator | JavaScript Tutorial in Hindi #85,2022-10-25T07:13:23Z,PT2M54S,56363,1600,85
Google's business strategy! (brilliant) 🔥,2022-10-24T17:48:17Z,PT42S,127323,8442,46
Exercise 6 - Solution & Shoutouts | JavaScript Tutorial in Hindi #84,2022-10-23T15:30:01Z,PT16M29S,67393,1691,159
JavaScript Chapter 11 Practice Set | JavaScript Tutorial in Hindi #83,2022-10-23T11:30:00Z,PT12M50S,55468,1987,120
Windows 12 leaked (Have a Look)😯,2022-10-22T16:30:05Z,PT29S,1100024,50312,507
"getters, setters & instanceOf Operator | JavaScript Tutorial in Hindi #82",2022-10-22T02:30:15Z,PT9M10S,92579,3071,187
"₹1,337.76 crore fine on Google",2022-10-21T13:03:03Z,PT37S,144184,10134,131
$19M fine on Apple 🍎,2022-10-21T06:21:36Z,PT22S,130520,10215,119
Static Method in JavaScript | JavaScript Tutorial in Hindi #81,2022-10-21T05:30:07Z,PT8M5S,78065,2319,83
Constructors in JavaScript | JavaScript Tutorial in Hindi #80,2022-10-20T15:30:09Z,PT8M40S,74467,2505,343
Constructors in JavaScript | JavaScript Tutorial in Hindi #79,2022-10-20T11:30:09Z,PT9M15S,80936,2520,124
Constructors in JavaScript | JavaScript Tutorial in Hindi #77,2022-10-20T09:05:45Z,PT14M18S,132333,3292,98
Inheritance & extends Keyword in JavaScript | JavaScript Tutorial in Hindi #78,2022-10-20T08:15:00Z,PT13M24S,97661,3121,157
WhatsApp Vulnerability 👩‍💻👨‍💻,2022-10-19T16:30:11Z,PT35S,268297,16117,120
Classes and Objects in JavaScript | JavaScript Tutorial in Hindi #76,2022-10-19T13:13:20Z,PT14M3S,196800,4216,176
Protypes and __proto__ in JavaScript | JavaScript Tutorial in Hindi #75,2022-10-19T10:20:27Z,PT8M29S,154324,3688,134
Introduction to Object Oriented Programming | JavaScript Tutorial in Hindi #74,2022-10-18T06:42:32Z,PT8M54S,146653,3733,143
This Investment Is Worth It 💰💰,2022-10-17T18:09:08Z,PT59S,412948,32191,195
Exercise 6: Todo List | JavaScript Tutorial in Hindi #73,2022-10-17T15:46:01Z,PT1M52S,91698,1760,68
Exercise 5: Solutions & Shoutouts | JavaScript Tutorial in Hindi #72,2022-10-17T12:06:57Z,PT15M10S,64327,1737,65
JavaScript Chapter 10 - Practice Set | JavaScript Tutorial in Hindi #71,2022-10-16T15:30:07Z,PT22M45S,89080,2528,323
sessionStorage & related methods | JavaScript Tutorial in Hindi #70,2022-10-16T05:30:13Z,PT6M15S,102088,3045,103
localStorage & related methods | JavaScript Tutorial in Hindi #69,2022-10-15T11:30:02Z,PT11M56S,203724,4731,150
Cookies in JavaScript| JavaScript Tutorial in Hindi #68,2022-10-15T05:30:23Z,PT15M8S,186406,4472,155
Sending POST request with Fetch API | JavaScript Tutorial in Hindi #67,2022-10-14T14:30:01Z,PT12M15S,205350,3963,424
Fetch API | JavaScript Tutorial in Hindi #66,2022-10-14T10:30:02Z,PT12M31S,455493,7988,229
Every Freelancer should do *these* (Max Earnings),2022-10-13T11:30:10Z,PT17M15S,151727,7794,270
Exercise 5: Hackerman | JavaScript Tutorial in Hindi #65,2022-10-13T05:30:03Z,PT4M38S,74848,2267,148
Exercise 4: Solutions & Shoutouts | JavaScript Tutorial in Hindi #64,2022-10-12T11:30:11Z,PT13M58S,79985,2078,86
JavaScript Chapter 9 - Practice Set  | JavaScript Tutorial in Hindi #63,2022-10-12T05:30:17Z,PT23M27S,104685,2981,135
The Finally Clause | JavaScript Tutorial in Hindi #62,2022-10-11T11:30:22Z,PT10M11S,95242,3618,335
The Error Object & Custom Errors | JavaScript Tutorial in Hindi #61,2022-10-10T11:30:12Z,PT8M4S,111042,3411,111
Data Breach 🤯,2022-10-10T08:32:48Z,PT31S,96073,5315,54
Free AI Code Completion 🔥,2022-10-10T07:12:45Z,PT27S,207050,13431,58
Error Handling: try and catch | JavaScript Tutorial in Hindi #60,2022-10-09T07:14:17Z,PT12M15S,171420,4805,232
Sova Virus is Dangerous! 👨‍💻,2022-10-08T16:30:03Z,PT54S,158490,11217,103
Async/Await in JavaScript | JavaScript Tutorial in Hindi #59,2022-10-08T11:30:08Z,PT20M8S,343458,7698,278
Use Your Computer From a Browser Tab (Amazing Technology),2022-10-07T11:30:09Z,PT17M2S,127906,4064,300
The Promise API | JavaScript Tutorial in Hindi #58,2022-10-07T05:30:15Z,PT14M33S,154155,4473,171
Attaching Multiple Handlers to a Promise | JavaScript Tutorial in Hindi #57,2022-10-06T11:30:11Z,PT8M1S,128330,3716,143
Promise Chaining .then() calls | JavaScript Tutorial in Hindi #56,2022-10-06T07:15:47Z,PT17M58S,194012,4741,217
Promise .then() and .catch() | JavaScript Tutorial in Hindi #55,2022-10-05T11:30:05Z,PT16M50S,269445,6642,225
Awesome .new Domains 🔥,2022-10-05T06:30:29Z,PT36S,80438,8045,56
"₹8,00,000 from GTA 5 🤯",2022-10-04T07:36:47Z,PT39S,395336,31915,132
Introduction to Promises | JavaScript Tutorial in Hindi #54,2022-10-04T05:49:00Z,PT13M27S,372113,8033,255
Callback Hell & Pyramid of Doom | JavaScript Tutorial in Hindi #53,2022-10-02T11:30:11Z,PT12M27S,188974,4936,234
Python Heart 💘,2022-10-02T06:32:22Z,PT29S,234166,19749,143
Introduction to Callbacks | JavaScript Tutorial in Hindi #52,2022-10-01T15:15:28Z,PT20M53S,379448,7712,518
How to Create a Beautiful Website in 5 - 10 Minutes 🔥,2022-09-28T11:30:04Z,PT14M50S,58346,2333,252
Coding AI for Phones 📳,2022-09-27T06:41:08Z,PT1M,144461,13594,140
Which Monitor to buy? (Shortlisted Models),2022-09-25T15:50:17Z,PT6M35S,30453,736,161
"20K, 30K and 50K PC Builds for Coders (2024 Edition) 🔥",2022-09-25T15:02:41Z,PT12M46S,94525,2977,215
How much primary storage SSD do you need?,2022-09-25T13:24:44Z,PT8M30S,192956,5900,497
Which Apple MacBook to Buy? (No Mistakes) 💻,2022-09-25T06:15:50Z,PT18M50S,191402,4547,468
Dont Buy these Laptops 🚫,2022-09-24T05:17:33Z,PT13M30S,333849,12355,1041
PC Build Or Low Budget Laptop (Final Verdict),2022-09-23T13:24:11Z,PT7M41S,68031,3156,352
Tricks to Search for good Laptop Models Yourself (Tutorial),2022-09-23T05:30:13Z,PT44M40S,230044,8169,627
Shortcuts 99.9% coders don't know about!,2022-09-21T16:30:01Z,PT24S,231756,20343,90
Exercise 4: Clock using JavaScript | JavaScript Tutorial in Hindi #51,2022-09-21T11:30:00Z,PT4M50S,142076,3268,251
This Tailwind CSS Website is Amazing 🔥,2022-09-20T16:30:02Z,PT46S,201428,16133,59
Exercise 3: Solution & Shoutouts | JavaScript Tutorial in Hindi #50,2022-09-20T11:30:01Z,PT11M,116342,2763,159
₹20000000 from Google! 🤯,2022-09-19T14:24:26Z,PT48S,2056174,136531,2096
JavaScript Chapter 8 - Practice Set | JavaScript Tutorial in Hindi #49,2022-09-19T11:34:00Z,PT15M15S,140750,3901,212
This needs to be said!,2022-09-18T08:07:42Z,PT1M,89624,8974,63
Handling Browser Events | JavaScript Tutorial in Hindi #48,2022-09-17T11:30:28Z,PT15M48S,200674,5843,305
Introduction to Browser Events | JavaScript Tutorial in Hindi #47,2022-09-16T11:42:02Z,PT9M18S,183263,5043,244
setInterval and setTimeout in JavaScript | JavaScript Tutorial in Hindi #46,2022-09-15T16:30:06Z,PT11M9S,215149,5708,252
Changing HTML Classes using JavaScript: className and classList | JavaScript Tutorial in Hindi #45,2022-09-15T11:30:16Z,PT9M50S,173489,4972,171
"insertAdjacentHTML, insertAdjacentElement and insertAdjacentText  | JavaScript Tutorial in Hindi #44",2022-09-15T06:56:41Z,PT6M24S,144252,4327,199
Instagram Account Hacked?,2022-09-14T19:30:13Z,PT25S,619394,30920,387
HTML Insertion Methods | JavaScript Tutorial in Hindi #43,2022-09-14T15:48:28Z,PT9M58S,189234,5253,264
Build your First Website the Easiest Way using WordPress!,2022-09-14T09:58:12Z,PT16M41S,689004,13386,469
HTML Attributes and their methods | JavaScript Tutorial in Hindi #42,2022-09-14T03:30:10Z,PT13M20S,205053,5834,217
Gazab ki Google Trick 🔥🔥,2022-09-12T16:30:01Z,PT26S,207928,18736,172
"innerHTML, outerHTML and other properties | JavaScript Tutorial in Hindi #41",2022-09-12T12:45:01Z,PT11M36S,265244,6113,259
620 GBPS ka attack 🤯,2022-09-11T09:20:18Z,PT52S,183299,19092,133
Stock market fraud 😲,2022-09-10T13:31:47Z,PT59S,552883,48803,245
Exercise 3 - Tell me a Joke | JavaScript Tutorial in Hindi #40,2022-09-10T02:30:01Z,PT9M1S,164915,3793,300
